Filename,TLC/D,ALCL, numsyl, avgchar,awl,sentences,wordtypes,swordtypes,lextypes,slextypes,wordtokens,swordtokens,lextokens,slextokens,ld,ls1,ls2,vs1,vs2,cvs1,ndw,ndwz,ndwerz,ndwesz,ttr,msttr,cttr,rttr,logttr,uber,lv,vv1,svv1,cvv1,vv2,nv,adjv,advv, modv,W,S,VP,C,T,DC,CT,CP,CN,MLS,MLT,MLC,C/S,VP/T,C/T,DC/C,DC/T,T/S,CT/T,CP/T,CP/C,CN/T,CN/C,class_y
48.txt,7,2,1.49,4.52,0,7,52,28,36,27,75,37,47,36,0.63,0.77,0.54,0.69,7.56,1.94,52,39,39,36.4,0.69,0.78,4.25,6,0.92,22.1,0.77,0.69,7.56,1.94,0.23,0.79,0.06,0,0.06,75,7,12,10,7,3,3,2,7,10.7143,10.7143,7.5,1.4286,1.7143,1.4286,0.3,0.4286,1,0.4286,0.2857,0.2,1,0.7,1
178.txt,14,3,1.3,4.12,0.0079,32,140,54,96,49,275,90,161,81,0.59,0.5,0.39,0.27,3.2,1.26,140,38,39.4,37.1,0.51,0.74,5.97,8.44,0.88,20.29,0.6,0.62,17.42,2.95,0.17,0.56,0.04,0.02,0.06,274,32,46,38,31,7,7,6,18,8.5625,8.8387,7.2105,1.1875,1.4839,1.2258,0.1842,0.2258,0.9688,0.2258,0.1935,0.1579,0.5806,0.4737,1
315.txt,7,2,1.59,4.96,0.0556,7,71,31,44,27,96,37,54,32,0.56,0.59,0.44,0.5,4.5,1.5,71,42,41.6,40.7,0.74,0.84,5.12,7.25,0.93,29.99,0.81,0.83,12.5,2.5,0.28,0.76,0.11,0.02,0.13,94,7,16,12,6,5,3,4,11,13.4286,15.6667,7.8333,1.7143,2.6667,2,0.4167,0.8333,0.8571,0.5,0.6667,0.3333,1.8333,0.9167,1
205.txt,25,4,1.63,4.83,0.0041,23,127,54,92,53,265,98,165,97,0.62,0.59,0.43,0.23,2.57,1.13,127,43,39.1,37.3,0.48,0.75,5.52,7.8,0.87,18.38,0.56,0.45,9.38,2.17,0.13,0.6,0.1,0,0.1,265,23,37,31,23,8,4,8,35,11.5217,11.5217,8.5484,1.3478,1.6087,1.3478,0.2581,0.3478,1,0.1739,0.3478,0.2581,1.5217,1.129,1
167.txt,11,2,1.45,4.37,0,16,83,32,57,31,131,44,74,43,0.56,0.58,0.39,0.52,5.76,1.7,83,40,39.9,37.2,0.63,0.75,5.13,7.25,0.91,22.62,0.77,0.86,15.43,2.78,0.24,0.73,0.11,0.03,0.14,131,16,17,17,14,3,1,3,10,8.1875,9.3571,7.7059,1.0625,1.2143,1.2143,0.1765,0.2143,0.875,0.0714,0.2143,0.1765,0.7143,0.5882,1
208.txt,5,2,1.57,4.56,0,9,37,16,28,16,74,27,46,27,0.62,0.59,0.43,0.17,0.33,0.41,37,26,29.3,23.8,0.5,0.52,3.04,4.3,0.84,11.61,0.61,0.42,2.08,1.02,0.11,0.65,0.04,0.02,0.07,74,9,11,9,9,2,2,1,6,8.2222,8.2222,8.2222,1,1.2222,1,0.2222,0.2222,1,0.2222,0.1111,0.1111,0.6667,0.6667,1
139.txt,24,4,1.35,4.6,0,26,122,56,91,56,265,114,168,114,0.63,0.68,0.46,0.18,1.59,0.89,122,37,39.8,37.9,0.46,0.77,5.3,7.49,0.86,17.43,0.54,0.45,10.37,2.28,0.14,0.57,0.1,0.01,0.11,265,26,40,33,26,7,7,11,33,10.1923,10.1923,8.0303,1.2692,1.5385,1.2692,0.2121,0.2692,1,0.2692,0.4231,0.3333,1.2692,1,1
464.txt,9,2,1.41,4.48,0,11,73,27,46,27,109,43,63,43,0.58,0.68,0.37,0.41,3.68,1.36,73,37,38.9,40,0.67,0.76,4.94,6.99,0.91,23.84,0.73,0.64,8.91,2.11,0.22,0.75,0.11,0.02,0.13,109,11,17,15,11,4,4,2,9,9.9091,9.9091,7.2667,1.3636,1.5455,1.3636,0.2667,0.3636,1,0.3636,0.1818,0.1333,0.8182,0.6,1
173.txt,29,4,1.36,4.52,0,27,144,65,103,61,226,85,143,81,0.63,0.57,0.45,0.48,7.76,1.97,144,38,43.6,40.7,0.64,0.79,6.77,9.58,0.92,28.31,0.72,0.82,22.09,3.32,0.19,0.66,0.1,0.02,0.12,224,27,34,27,26,1,1,10,21,8.2963,8.6154,8.2963,1,1.3077,1.0385,0.037,0.0385,0.963,0.0385,0.3846,0.3704,0.8077,0.7778,1
244.txt,17,3,1.57,4.87,0.1121,26,113,41,81,40,229,75,135,71,0.59,0.53,0.36,0.26,2.56,1.13,113,38,40,38.1,0.49,0.73,5.28,7.47,0.87,18.15,0.6,0.62,14.77,2.72,0.18,0.63,0.07,0.03,0.1,229,26,37,27,26,3,3,4,16,8.8077,8.8077,8.4815,1.0385,1.4231,1.0385,0.1111,0.1154,1,0.1154,0.1538,0.1481,0.6154,0.5926,1
330.txt,6,2,1.61,5.23,0,13,55,25,36,24,73,34,47,33,0.64,0.7,0.45,0.56,2.78,1.18,55,34,39.6,37.2,0.75,0.68,4.55,6.44,0.93,28.24,0.77,1,9,2.12,0.19,0.74,0.09,0.02,0.11,73,13,10,11,13,0,0,1,4,5.6154,5.6154,6.6364,0.8462,0.7692,0.8462,0,0,1,0,0.0769,0.0909,0.3077,0.3636,1
97.txt,5,4,1.52,4.34,0,9,46,16,32,16,105,33,64,33,0.61,0.52,0.35,0.28,1.39,0.83,46,28,27.6,24.2,0.44,0.55,3.17,4.49,0.82,11.4,0.5,0.39,2.72,1.17,0.11,0.51,0.09,0,0.09,105,9,10,10,9,1,1,2,4,11.6667,11.6667,10.5,1.1111,1.1111,1.1111,0.1,0.1111,1,0.1111,0.2222,0.2,0.4444,0.4,1
394.txt,14,2,1.44,4.32,0.0211,16,98,33,62,30,155,46,87,43,0.56,0.49,0.34,0.41,4.48,1.5,98,41,39.8,40.3,0.63,0.81,5.57,7.87,0.91,24.1,0.71,0.74,14.81,2.72,0.23,0.68,0.08,0,0.08,153,16,24,22,16,5,4,2,12,9.5625,9.5625,6.9545,1.375,1.5,1.375,0.2273,0.3125,1,0.25,0.125,0.0909,0.75,0.5455,1
25.txt,3,2,1.77,5.15,0.0256,6,36,15,23,15,43,16,25,16,0.58,0.64,0.42,0.67,2.67,1.15,36,36,36,36,0.84,0.84,3.88,5.49,0.95,34.58,0.92,1,6,1.73,0.24,0.94,0.08,0,0.08,43,6,6,6,6,0,0,1,2,7.1667,7.1667,7.1667,1,1,1,0,0,1,0,0.1667,0.1667,0.3333,0.3333,1
345.txt,7,3,1.65,4.81,0.178,10,84,32,56,28,125,35,71,31,0.57,0.44,0.38,0.55,6.55,1.81,84,41,39.3,38.5,0.67,0.77,5.31,7.51,0.92,25.47,0.79,0.86,16.41,2.86,0.27,0.69,0.1,0.04,0.14,123,10,20,16,10,5,4,1,17,12.3,12.3,7.6875,1.6,2,1.6,0.3125,0.5,1,0.4,0.1,0.0625,1.7,1.0625,1
234.txt,10,4,1.46,4.59,0,4,45,23,34,23,84,33,46,33,0.55,0.72,0.51,0.46,2.77,1.18,45,30,31.7,28.8,0.54,0.6,3.47,4.91,0.86,13.66,0.74,0.62,4.92,1.57,0.17,0.77,0.04,0.02,0.07,84,4,9,8,4,3,1,5,13,21,21,10.5,2,2.25,2,0.375,0.75,1,0.25,1.25,0.625,3.25,1.625,1
297.txt,6,2,1.73,5.39,0.0238,8,74,40,52,37,96,51,62,47,0.65,0.76,0.54,0.67,9.33,2.16,74,42,43.9,42.4,0.77,0.84,5.34,7.55,0.94,34.76,0.84,0.81,13.76,2.62,0.27,0.85,0.06,0.03,0.1,93,8,15,11,8,2,2,3,9,11.625,11.625,8.4545,1.375,1.875,1.375,0.1818,0.25,1,0.25,0.375,0.2727,1.125,0.8182,1
314.txt,9,2,1.52,4.61,0,15,84,39,56,38,139,62,81,61,0.58,0.75,0.46,0.52,7.26,1.91,84,41,38.5,37.1,0.6,0.76,5.04,7.12,0.9,21,0.69,0.67,12,2.45,0.22,0.67,0.04,0.02,0.06,139,15,23,21,16,5,5,4,9,9.2667,8.6875,6.619,1.4,1.4375,1.3125,0.2381,0.3125,1.0667,0.3125,0.25,0.1905,0.5625,0.4286,1
88.txt,16,3,1.45,4.72,0,18,113,41,73,41,199,71,116,71,0.58,0.61,0.36,0.28,2.78,1.18,113,41,41.5,41.7,0.57,0.84,5.66,8.01,0.89,21.5,0.63,0.64,14.69,2.71,0.2,0.62,0.08,0.01,0.09,199,18,31,24,18,7,5,6,15,11.0556,11.0556,8.2917,1.3333,1.7222,1.3333,0.2917,0.3889,1,0.2778,0.3333,0.25,0.8333,0.625,1
65.txt,23,4,1.62,4.8,0,29,161,76,107,72,285,128,166,120,0.58,0.72,0.47,0.63,20.08,3.17,161,38,42.6,41.7,0.56,0.82,6.74,9.54,0.9,24.3,0.64,0.71,25.41,3.56,0.22,0.58,0.07,0.02,0.08,281,29,42,39,29,10,10,8,31,9.6897,9.6897,7.2051,1.3448,1.4483,1.3448,0.2564,0.3448,1,0.3448,0.2759,0.2051,1.069,0.7949,1
198.txt,17,3,1.55,4.98,0.0087,24,147,64,105,58,255,100,153,91,0.6,0.59,0.44,0.42,8.82,2.1,147,39,41.4,40.5,0.58,0.77,6.51,9.21,0.9,24.21,0.69,0.74,27.38,3.7,0.24,0.67,0.07,0.01,0.08,251,24,47,35,26,11,10,7,20,10.4583,9.6538,7.1714,1.4583,1.8077,1.3462,0.3143,0.4231,1.0833,0.3846,0.2692,0.2,0.7692,0.5714,1
412.txt,6,2,1.79,4.95,0,6,40,18,24,18,47,23,30,23,0.64,0.77,0.45,0.75,4.5,1.5,40,40,40,40,0.85,0.85,4.13,5.83,0.96,39.92,0.8,0.75,4.5,1.5,0.2,0.8,0.07,0,0.07,47,6,7,6,6,1,1,2,4,7.8333,7.8333,7.8333,1,1.1667,1,0.1667,0.1667,1,0.1667,0.3333,0.3333,0.6667,0.6667,1
332.txt,8,2,1.43,4.17,0.0594,9,68,32,44,30,113,44,63,42,0.56,0.67,0.47,0.56,5.06,1.59,68,35,37.9,36.3,0.6,0.73,4.52,6.4,0.89,19.11,0.7,0.69,7.56,1.94,0.17,0.67,0.06,0.02,0.08,111,9,17,16,10,5,4,3,17,12.3333,11.1,6.9375,1.7778,1.7,1.6,0.3125,0.5,1.1111,0.4,0.3,0.1875,1.7,1.0625,1
206.txt,8,2,1.52,4.55,0.0727,13,76,28,51,27,121,42,70,41,0.58,0.59,0.37,0.4,3.2,1.26,76,36,38.7,38.2,0.63,0.73,4.89,6.91,0.9,21.48,0.73,0.75,11.25,2.37,0.21,0.7,0.07,0.01,0.09,121,13,17,14,13,1,1,3,9,9.3077,9.3077,8.6429,1.0769,1.3077,1.0769,0.0714,0.0769,1,0.0769,0.2308,0.2143,0.6923,0.6429,1
324.txt,15,6,1.25,4.22,0,30,121,37,77,34,262,69,135,66,0.52,0.49,0.31,0.22,1.98,0.99,121,33,37.3,36.6,0.46,0.71,5.29,7.48,0.86,17.43,0.57,0.68,19.12,3.09,0.21,0.52,0.08,0.04,0.12,262,30,43,36,30,10,10,4,30,8.7333,8.7333,7.2778,1.2,1.4333,1.2,0.2778,0.3333,1,0.3333,0.1333,0.1111,1,0.8333,1
119.txt,23,6,1.47,4.91,0.0372,22,113,60,98,60,236,111,172,111,0.73,0.65,0.53,0.18,1.29,0.8,113,35,37.4,33.7,0.48,0.68,5.2,7.36,0.87,17.61,0.57,0.5,9.5,2.18,0.11,0.59,0.06,0.01,0.07,236,22,33,29,22,7,6,10,32,10.7273,10.7273,8.1379,1.3182,1.5,1.3182,0.2414,0.3182,1,0.2727,0.4545,0.3448,1.4545,1.1034,1
231.txt,31,3,1.44,4.47,0.0331,32,175,80,130,79,305,113,185,111,0.61,0.6,0.46,0.3,5.4,1.64,175,43,42.7,40.9,0.57,0.82,7.09,10.02,0.9,25.58,0.7,0.67,26.67,3.65,0.22,0.71,0.1,0,0.1,305,32,47,38,31,7,6,7,36,9.5312,9.8387,8.0263,1.1875,1.5161,1.2258,0.1842,0.2258,0.9688,0.1935,0.2258,0.1842,1.1613,0.9474,1
461.txt,19,2,1.31,4.24,0.0215,27,141,57,97,54,260,77,147,74,0.57,0.5,0.4,0.29,4,1.41,141,41,40.7,41,0.54,0.79,6.18,8.74,0.89,21.95,0.66,0.63,19.61,3.13,0.21,0.72,0.11,0.01,0.12,258,27,51,34,27,11,11,9,18,9.5556,9.5556,7.5882,1.2593,1.8889,1.2593,0.3235,0.4074,1,0.4074,0.3333,0.2647,0.6667,0.5294,1
223.txt,5,2,1.42,4.76,0.0645,7,48,24,33,23,70,30,40,29,0.57,0.72,0.5,0.75,4.5,1.5,48,38,37.2,34.6,0.69,0.76,4.06,5.74,0.91,20.78,0.82,0.88,6.12,1.75,0.17,0.83,0.17,0,0.17,70,7,7,7,7,0,0,4,8,10,10,10,1,1,1,0,0,1,0,0.5714,0.5714,1.1429,1.1429,1
460.txt,11,2,1.56,4.7,0,13,82,35,56,33,126,45,72,43,0.57,0.6,0.43,0.38,3.05,1.23,82,40,39.9,38.7,0.65,0.78,5.17,7.31,0.91,23.65,0.78,0.76,12.19,2.47,0.22,0.77,0.04,0.01,0.06,124,13,19,15,13,2,2,3,12,9.5385,9.5385,8.2667,1.1538,1.4615,1.1538,0.1333,0.1538,1,0.1538,0.2308,0.2,0.9231,0.8,1
274.txt,17,3,1.45,4.51,0,24,118,56,83,55,238,92,143,90,0.6,0.63,0.47,0.43,8.51,2.06,118,32,36.7,34.4,0.5,0.69,5.41,7.65,0.87,18.54,0.58,0.53,13.3,2.58,0.17,0.57,0.07,0.01,0.08,238,24,32,29,23,7,7,8,20,9.9167,10.3478,8.2069,1.2083,1.3913,1.2609,0.2414,0.3043,0.9583,0.3043,0.3478,0.2759,0.8696,0.6897,1
368.txt,12,2,1.64,5.15,0.0125,9,60,25,44,25,88,34,55,34,0.62,0.62,0.42,0.71,7.14,1.89,60,34,39.8,37.4,0.68,0.68,4.52,6.4,0.91,22.73,0.8,0.86,10.29,2.27,0.22,0.75,0.07,0.02,0.09,88,9,11,10,9,1,1,3,10,9.7778,9.7778,8.8,1.1111,1.2222,1.1111,0.1,0.1111,1,0.1111,0.3333,0.3,1.1111,1,1
3.txt,7,2,1.56,4.51,0.2,9,73,37,56,37,107,46,69,46,0.64,0.67,0.51,0.83,12.5,2.5,73,36,39,36.8,0.68,0.75,4.99,7.06,0.92,24.8,0.81,0.83,12.5,2.5,0.22,0.78,0.09,0.04,0.13,107,9,13,12,9,3,3,4,8,11.8889,11.8889,8.9167,1.3333,1.4444,1.3333,0.25,0.3333,1,0.3333,0.4444,0.3333,0.8889,0.6667,1
467.txt,17,3,1.44,4.5,0,19,112,50,81,46,200,81,121,76,0.6,0.63,0.45,0.44,7.9,1.99,112,36,38.6,38.1,0.56,0.77,5.6,7.92,0.89,21.03,0.67,0.66,17.78,2.98,0.22,0.65,0.08,0.02,0.1,198,19,29,26,21,3,2,4,24,10.4211,9.4286,7.6154,1.3684,1.381,1.2381,0.1154,0.1429,1.1053,0.0952,0.1905,0.1538,1.1429,0.9231,1
298.txt,12,3,1.53,4.57,0,15,71,24,43,23,108,39,58,35,0.54,0.6,0.34,0.54,3.77,1.37,71,38,38.7,38.1,0.66,0.78,4.83,6.83,0.91,22.7,0.74,0.69,6.23,1.77,0.16,0.68,0.16,0.03,0.19,108,15,11,13,14,0,0,2,10,7.2,7.7143,8.3077,0.8667,0.7857,0.9286,0,0,0.9333,0,0.1429,0.1538,0.7143,0.7692,1
268.txt,4,2,1.45,4.47,0,8,45,17,29,17,57,20,32,20,0.56,0.62,0.38,0.33,0.67,0.58,45,39,40.4,39.9,0.79,0.78,4.21,5.96,0.94,30.03,0.91,0.83,4.17,1.44,0.16,0.9,0.12,0.03,0.16,57,8,9,7,8,0,0,1,3,7.125,7.125,8.1429,0.875,1.125,0.875,0,0,1,0,0.125,0.1429,0.375,0.4286,1
143.txt,2,2,1.45,4.4,0,6,38,17,29,17,54,21,37,21,0.69,0.57,0.45,0.14,0.14,0.27,38,35,35.9,36.2,0.7,0.7,3.66,5.17,0.91,19.67,0.78,0.57,2.29,1.07,0.11,0.83,0.11,0.03,0.14,54,6,6,6,6,0,0,2,5,9,9,9,1,1,1,0,0,1,0,0.3333,0.3333,0.8333,0.8333,1
202.txt,5,2,1.53,4.61,0.1081,7,54,21,36,21,79,27,47,27,0.59,0.57,0.39,0.5,3,1.22,54,42,38,35.4,0.68,0.84,4.3,6.08,0.91,21.79,0.77,0.67,5.33,1.63,0.17,0.77,0.15,0.02,0.17,79,7,11,10,6,4,1,4,8,11.2857,13.1667,7.9,1.4286,1.8333,1.6667,0.4,0.6667,0.8571,0.1667,0.6667,0.4,1.3333,0.8,1
87.txt,23,4,1.57,4.63,0.0229,24,196,75,135,68,390,113,198,104,0.51,0.53,0.38,0.45,12.15,2.46,196,33,42.3,37.3,0.5,0.75,7.02,9.92,0.88,22.47,0.68,0.72,30.82,3.93,0.22,0.7,0.1,0.03,0.12,388,24,55,42,25,16,12,9,41,16.1667,15.52,9.2381,1.75,2.2,1.68,0.381,0.64,1.0417,0.48,0.36,0.2143,1.64,0.9762,1
471.txt,17,4,1.45,4.51,0.0054,24,126,49,90,48,211,70,119,69,0.56,0.58,0.39,0.48,7.26,1.91,126,42,42.1,39.1,0.6,0.8,6.13,8.67,0.9,24.13,0.76,0.84,21.81,3.3,0.22,0.71,0.14,0,0.14,211,24,29,27,24,3,3,7,17,8.7917,8.7917,7.8148,1.125,1.2083,1.125,0.1111,0.125,1,0.125,0.2917,0.2593,0.7083,0.6296,1
246.txt,18,4,1.69,4.94,0.0169,22,111,54,80,52,197,81,128,79,0.65,0.62,0.49,0.32,3.79,1.38,111,35,39.8,41.6,0.56,0.75,5.59,7.91,0.89,21.13,0.62,0.55,11.61,2.41,0.16,0.66,0.09,0,0.09,195,22,31,25,22,4,3,5,24,8.8636,8.8636,7.8,1.1364,1.4091,1.1364,0.16,0.1818,1,0.1364,0.2273,0.2,1.0909,0.96,1
413.txt,10,2,1.51,4.7,0.2131,7,50,23,38,23,67,30,45,30,0.67,0.67,0.46,0.36,1.79,0.94,50,37,39.5,38.6,0.75,0.74,4.32,6.11,0.93,26.23,0.84,0.64,5.79,1.7,0.2,0.92,0.09,0.02,0.11,67,7,10,9,7,2,2,4,6,9.5714,9.5714,7.4444,1.2857,1.4286,1.2857,0.2222,0.2857,1,0.2857,0.5714,0.4444,0.8571,0.6667,1
357.txt,12,4,1.26,4.11,0.0299,19,104,36,75,36,180,55,105,55,0.58,0.52,0.35,0.41,5.28,1.62,104,40,40.8,37.1,0.58,0.79,5.48,7.75,0.89,21.35,0.71,0.69,15.12,2.75,0.21,0.7,0.08,0.04,0.11,181,20,29,24,20,5,5,4,21,9.05,9.05,7.5417,1.2,1.45,1.2,0.2083,0.25,1,0.25,0.2,0.1667,1.05,0.875,1
37.txt,12,3,1.43,4.34,0.0142,27,140,56,98,53,248,103,150,100,0.6,0.67,0.4,0.37,6.61,1.82,140,30,40.5,41.1,0.56,0.76,6.29,8.89,0.9,23.09,0.65,0.61,18.37,3.03,0.2,0.66,0.07,0,0.07,248,27,44,33,26,8,8,5,18,9.1852,9.5385,7.5152,1.2222,1.6923,1.2692,0.2424,0.3077,0.963,0.3077,0.1923,0.1515,0.6923,0.5455,1
95.txt,3,2,1.64,5.07,0,5,35,15,25,15,44,16,27,16,0.61,0.59,0.43,0.6,1.8,0.95,35,35,35,35,0.8,0.8,3.73,5.28,0.94,27.18,0.93,1,5,1.58,0.19,0.94,0.15,0,0.15,44,5,7,6,5,1,1,1,8,8.8,8.8,7.3333,1.2,1.4,1.2,0.1667,0.2,1,0.2,0.2,0.1667,1.6,1.3333,1
157.txt,10,3,1.35,4.35,0.0899,11,55,25,37,24,92,36,52,35,0.57,0.67,0.45,0.53,4.27,1.46,55,39,35,30.1,0.6,0.78,4.05,5.73,0.89,17.26,0.71,0.67,6.67,1.83,0.19,0.75,0.08,0,0.08,92,11,15,14,11,3,3,2,10,8.3636,8.3636,6.5714,1.2727,1.3636,1.2727,0.2143,0.2727,1,0.2727,0.1818,0.1429,0.9091,0.7143,1
275.txt,5,3,1.53,4.97,0,5,44,16,28,16,67,22,40,22,0.6,0.55,0.36,0.75,2.25,1.06,44,35,36.2,34.2,0.66,0.7,3.8,5.38,0.9,18.26,0.7,1,4,1.41,0.1,0.68,0.07,0,0.07,67,5,7,6,5,2,1,2,7,13.4,13.4,11.1667,1.2,1.4,1.2,0.3333,0.4,1,0.2,0.4,0.3333,1.4,1.1667,1
10.txt,8,2,1.45,4.9,0.0968,11,78,24,47,22,100,34,58,32,0.58,0.55,0.31,0.43,4.35,1.47,78,45,43,42.2,0.78,0.88,5.52,7.8,0.95,37.07,0.81,0.83,15.7,2.8,0.33,0.76,0.12,0.05,0.17,100,11,21,19,11,9,6,3,9,9.0909,9.0909,5.2632,1.7273,1.9091,1.7273,0.4737,0.8182,1,0.5455,0.2727,0.1579,0.8182,0.4737,1
256.txt,20,3,1.43,4.3,0.0095,25,137,49,92,46,239,66,137,62,0.57,0.45,0.36,0.35,4.57,1.51,137,40,42.8,42.3,0.57,0.83,6.27,8.86,0.9,23.41,0.67,0.73,19.7,3.14,0.2,0.66,0.07,0.02,0.09,239,25,40,28,24,6,6,7,21,9.56,9.9583,8.5357,1.12,1.6667,1.1667,0.2143,0.25,0.96,0.25,0.2917,0.25,0.875,0.75,1
307.txt,16,3,1.4,4.41,0.0398,26,122,47,81,42,223,64,120,58,0.54,0.48,0.39,0.39,6.57,1.81,122,36,41.5,41.1,0.55,0.78,5.78,8.17,0.89,21.05,0.68,0.73,23.27,3.41,0.27,0.66,0.07,0.03,0.09,221,26,39,32,27,5,5,4,14,8.5,8.1852,6.9062,1.2308,1.4444,1.1852,0.1562,0.1852,1.0385,0.1852,0.1481,0.125,0.5185,0.4375,1
189.txt,22,4,1.58,4.69,0.0575,19,126,55,86,50,257,95,145,90,0.56,0.62,0.44,0.43,6.43,1.79,126,41,37.2,34.3,0.49,0.73,5.56,7.86,0.87,18.76,0.59,0.74,19.31,3.11,0.18,0.5,0.09,0.02,0.11,253,19,29,23,19,2,2,5,26,13.3158,13.3158,11,1.2105,1.5263,1.2105,0.087,0.1053,1,0.1053,0.2632,0.2174,1.3684,1.1304,1
6.txt,5,3,1.56,4.51,0,9,58,23,38,23,92,32,50,32,0.54,0.64,0.4,0.17,0.33,0.41,58,34,36.5,34.6,0.63,0.68,4.28,6.05,0.9,19.25,0.76,0.75,6.75,1.84,0.18,0.76,0.06,0,0.06,92,9,15,10,9,1,1,6,9,10.2222,10.2222,9.2,1.1111,1.6667,1.1111,0.1,0.1111,1,0.1111,0.6667,0.6,1,0.9,1
269.txt,8,2,1.59,4.86,0,7,49,18,35,18,89,24,53,24,0.6,0.45,0.37,0.25,0.5,0.5,49,30,32.1,27.7,0.55,0.6,3.67,5.19,0.87,14.66,0.66,0.62,3.12,1.25,0.09,0.63,0.09,0.02,0.11,89,7,7,4,7,0,0,2,9,12.7143,12.7143,22.25,0.5714,1,0.5714,0,0,1,0,0.2857,0.5,1.2857,2.25,1
169.txt,3,2,1.51,4.09,0,3,36,11,21,11,47,13,23,13,0.49,0.57,0.31,0.5,1.5,0.87,36,36,36,36,0.77,0.77,3.71,5.25,0.93,24.15,0.91,0.83,4.17,1.44,0.22,0.92,0.13,0.04,0.17,47,3,7,4,3,2,2,2,2,15.6667,15.6667,11.75,1.3333,2.3333,1.3333,0.5,0.6667,1,0.6667,0.6667,0.5,0.6667,0.5,1
166.txt,16,3,1.39,4.49,0.0245,18,123,43,83,39,219,70,116,66,0.53,0.57,0.35,0.32,3.89,1.39,123,41,39.8,39.3,0.56,0.77,5.88,8.31,0.89,21.86,0.72,0.68,16.89,2.91,0.22,0.66,0.14,0.02,0.16,217,18,34,31,18,13,11,6,16,12.0556,12.0556,7,1.7222,1.8889,1.7222,0.4194,0.7222,1,0.6111,0.3333,0.1935,0.8889,0.5161,1
240.txt,4,3,1.77,5.44,0,9,52,28,38,27,71,36,45,34,0.63,0.76,0.54,0.62,4.92,1.57,52,35,38.4,36.5,0.73,0.7,4.36,6.17,0.93,25.34,0.84,0.92,11.08,2.35,0.27,0.81,0.02,0,0.02,70,9,13,11,9,2,1,1,6,7.7778,7.7778,6.3636,1.2222,1.4444,1.2222,0.1818,0.2222,1,0.1111,0.1111,0.0909,0.6667,0.5455,1
347.txt,23,3,1.48,4.48,0.004,29,160,81,117,76,282,117,175,110,0.62,0.63,0.51,0.38,7.88,1.98,160,36,42.2,39.1,0.57,0.8,6.74,9.53,0.9,24.39,0.67,0.57,18.29,3.02,0.18,0.69,0.08,0.01,0.09,280,29,47,37,28,9,9,5,31,9.6552,10,7.5676,1.2759,1.6786,1.3214,0.2432,0.3214,0.9655,0.3214,0.1786,0.1351,1.1071,0.8378,1
306.txt,5,2,1.37,4.59,0.16,12,61,25,37,23,90,37,52,34,0.58,0.65,0.41,0.6,3.6,1.34,61,38,39.9,36.7,0.68,0.76,4.55,6.43,0.91,22.61,0.71,0.9,8.1,2.01,0.17,0.66,0.08,0.02,0.1,90,12,10,11,11,0,0,3,5,7.5,8.1818,8.1818,0.9167,0.9091,1,0,0,0.9167,0,0.2727,0.2727,0.4545,0.4545,1
196.txt,6,3,1.35,4.12,0,9,48,18,34,17,72,27,45,26,0.62,0.58,0.38,0.45,2.27,1.07,48,36,35.6,33.2,0.67,0.72,4,5.66,0.91,19.59,0.76,0.91,9.09,2.13,0.22,0.66,0.07,0.04,0.11,72,9,14,10,9,2,2,1,11,8,8,7.2,1.1111,1.5556,1.1111,0.2,0.2222,1,0.2222,0.1111,0.1,1.2222,1.1,1
271.txt,15,3,1.51,4.86,0.0052,22,124,57,85,52,223,91,133,86,0.6,0.65,0.46,0.5,10.5,2.29,124,35,39.3,39.3,0.56,0.79,5.87,8.3,0.89,21.64,0.64,0.76,24.38,3.49,0.24,0.58,0.05,0.01,0.06,219,22,35,28,22,7,6,11,22,9.9545,9.9545,7.8214,1.2727,1.5909,1.2727,0.25,0.3182,1,0.2727,0.5,0.3929,1,0.7857,1
43.txt,5,2,1.43,4.26,0,7,55,34,40,29,86,55,59,48,0.69,0.81,0.62,0.73,5.82,1.71,55,33,36.5,34.2,0.64,0.66,4.19,5.93,0.9,19.28,0.68,0.73,5.82,1.71,0.14,0.66,0.08,0.02,0.1,82,7,10,10,7,2,2,2,8,11.7143,11.7143,8.2,1.4286,1.4286,1.4286,0.2,0.2857,1,0.2857,0.2857,0.2,1.1429,0.8,1
470.txt,12,2,1.37,4.61,0.0141,15,94,36,61,35,148,57,85,56,0.57,0.66,0.38,0.3,2.13,1.03,94,41,39.5,40.2,0.64,0.8,5.46,7.73,0.91,23.89,0.72,0.7,11.13,2.36,0.19,0.76,0.11,0,0.11,148,15,25,24,15,8,7,6,17,9.8667,9.8667,6.1667,1.6,1.6667,1.6,0.3333,0.5333,1,0.4667,0.4,0.25,1.1333,0.7083,1
395.txt,3,3,1.38,4.57,0,8,46,17,30,15,60,21,34,19,0.57,0.56,0.37,0.56,2.78,1.18,46,37,39.4,38.6,0.77,0.74,4.2,5.94,0.94,27.4,0.88,1,9,2.12,0.26,0.8,0.09,0.06,0.15,58,8,8,6,8,0,0,1,3,7.25,7.25,9.6667,0.75,1,0.75,0,0,1,0,0.125,0.1667,0.375,0.5,1
