 numsyl, avgchar,awl,ld,ttr,cttr,rttr,logttr,uber,lv,vv1,svv1,cvv1,vv2,nv,adjv,advv, modv,class_y
1.59,4.86,0.0588,0.6,0.72,4.87,6.88,0.93,26.74,0.84,0.92,11.08,2.35,0.22,0.83,0.05,0.02,0.07,2
1.56,4.76,0.045,0.65,0.66,5.16,7.3,0.91,24.08,0.72,0.79,15.04,2.74,0.24,0.68,0.04,0.05,0.09,2
1.59,4.68,0.0174,0.62,0.7,5.62,7.95,0.93,29.03,0.81,0.95,20.05,3.17,0.27,0.72,0.08,0.01,0.09,2
1.63,4.81,0.1194,0.67,0.64,5.52,7.81,0.91,24.14,0.66,0.61,11.65,2.41,0.19,0.67,0.11,0.03,0.14,2
1.49,4.73,0.0326,0.6,0.55,6.09,8.61,0.89,21.94,0.65,0.61,16.57,2.88,0.18,0.65,0.1,0.01,0.11,2
1.41,4.42,0.1268,0.59,0.67,5.87,8.3,0.92,27.39,0.74,0.83,15.7,2.8,0.21,0.69,0.1,0.02,0.12,2
1.55,4.58,0,0.66,0.75,4.69,6.64,0.93,28.4,0.83,0.79,8.64,2.08,0.21,0.89,0.06,0,0.06,2
1.58,4.57,0.0242,0.57,0.66,6.34,8.97,0.92,28.43,0.74,0.79,17.29,2.94,0.21,0.69,0.09,0.05,0.13,2
1.34,4.32,0.0385,0.54,0.65,5.34,7.55,0.91,24.08,0.78,0.82,14.73,2.71,0.25,0.68,0.14,0.04,0.18,2
1.67,4.84,0,0.59,0.74,4.07,5.76,0.93,24.13,0.86,0.89,7.11,1.89,0.22,0.85,0,0.03,0.03,2
1.59,4.87,0,0.59,0.72,5.83,8.24,0.93,31.73,0.81,0.79,17.29,2.94,0.29,0.78,0.1,0,0.1,2
1.47,4.48,0.0571,0.58,0.7,5.32,7.52,0.92,27.33,0.76,0.73,11.64,2.41,0.24,0.79,0.07,0,0.07,2
1.47,4.67,0.0538,0.58,0.75,5.49,7.77,0.94,33.56,0.84,0.89,14.22,2.67,0.26,0.81,0.15,0.02,0.16,2
1.42,4.36,0.0119,0.58,0.52,6.15,8.7,0.88,21.13,0.66,0.68,17.79,2.98,0.16,0.63,0.07,0.01,0.08,2
1.62,4.64,0.0093,0.56,0.69,5.27,7.46,0.92,26.27,0.82,0.79,8.64,2.08,0.17,0.86,0.11,0.02,0.12,2
1.42,4.19,0,0.51,0.65,5.6,7.92,0.91,25.01,0.82,0.8,16,2.83,0.26,0.84,0.06,0.04,0.1,2
1.4,4.51,0,0.57,0.62,5.79,8.19,0.91,24.24,0.75,0.86,16.41,2.86,0.19,0.69,0.05,0.01,0.06,2
1.35,4.25,0.0388,0.59,0.74,5.65,7.98,0.94,32.79,0.84,0.8,16,2.83,0.29,0.85,0.1,0.04,0.14,2
1.5,4.74,0.0701,0.57,0.56,5.13,7.25,0.89,19.64,0.64,0.7,13.37,2.59,0.2,0.57,0.09,0.02,0.11,2
1.41,4.54,0.036,0.59,0.68,5.87,8.3,0.92,28.38,0.78,0.88,20.35,3.19,0.26,0.74,0.06,0.02,0.08,2
1.56,4.89,0.0574,0.57,0.67,5.52,7.8,0.92,26.09,0.79,0.87,17.39,2.95,0.26,0.72,0.06,0.03,0.09,2
1.47,4.39,0.1845,0.55,0.75,5.67,8.02,0.94,33.65,0.86,0.75,9,2.12,0.19,0.86,0.08,0.08,0.16,2
1.46,4.25,0.0137,0.6,0.61,5.54,7.83,0.9,23.06,0.7,0.62,12.5,2.5,0.21,0.72,0.07,0.02,0.09,2
1.5,4.69,0,0.59,0.66,6.11,8.64,0.92,27.34,0.72,0.72,12.96,2.55,0.18,0.72,0.12,0.05,0.17,2
1.67,4.9,0.1183,0.66,0.74,5.19,7.34,0.93,30.1,0.75,0.93,13.07,2.56,0.22,0.67,0.06,0.02,0.08,2
1.69,5.08,0.0256,0.62,0.86,3.93,5.55,0.96,39.36,1,1,5,1.58,0.19,1,0.12,0,0.12,2
1.41,4.36,0.0407,0.54,0.51,6.57,9.29,0.88,21.86,0.59,0.69,22.69,3.37,0.19,0.49,0.1,0.03,0.13,2
1.42,4.39,0.045,0.59,0.71,5.55,7.84,0.93,29.04,0.75,0.95,18.05,3,0.26,0.65,0.04,0.03,0.07,2
1.52,4.49,0.0216,0.57,0.59,6.69,9.46,0.9,25.31,0.71,0.7,21.84,3.3,0.21,0.71,0.04,0.02,0.06,2
1.47,4.32,0.0647,0.59,0.64,5.64,7.98,0.91,24.94,0.76,0.68,14.23,2.67,0.23,0.77,0.12,0.02,0.14,2
1.5,4.53,0.0236,0.51,0.61,5.06,7.15,0.9,21.24,0.82,0.83,12.5,2.5,0.21,0.8,0.11,0,0.11,2
1.49,4.16,0,0.57,0.84,3.6,5.1,0.95,32,0.81,1,6,1.73,0.29,0.73,0,0,0,2
1.41,4.32,0.0179,0.56,0.57,7.11,10.06,0.9,25.41,0.71,0.76,27.94,3.74,0.21,0.68,0.11,0.01,0.13,2
1.62,4.85,0.2027,0.53,0.81,5.2,7.35,0.95,39.6,0.93,0.91,9.09,2.13,0.23,0.93,0.09,0,0.09,2
1.48,4.51,0,0.57,0.66,5.44,7.69,0.92,25.46,0.75,0.73,11.64,2.41,0.21,0.72,0.08,0.06,0.14,2
1.62,5.05,0.0286,0.59,0.72,5.37,7.59,0.93,29.41,0.85,0.83,12.5,2.5,0.23,0.84,0.14,0.02,0.15,2
1.34,4.07,0,0.56,0.65,5.62,7.95,0.91,25.33,0.77,0.89,22.32,3.34,0.3,0.67,0.07,0.01,0.08,2
1.4,4.32,0.0219,0.54,0.54,6.08,8.6,0.89,21.57,0.66,0.67,24,3.46,0.26,0.62,0.05,0.01,0.07,2
1.63,4.74,0.0568,0.53,0.65,4.52,6.4,0.91,21.06,0.76,0.77,7.69,1.96,0.2,0.76,0.1,0,0.1,2
1.48,4.64,0.0094,0.64,0.7,5.3,7.49,0.93,27.51,0.78,0.77,13.14,2.56,0.23,0.79,0.08,0.01,0.1,2
1.43,4.49,0.0127,0.57,0.64,6.04,8.54,0.91,26.17,0.73,0.7,14.7,2.71,0.21,0.7,0.07,0.01,0.08,2
1.54,4.58,0.0752,0.59,0.51,6.68,9.45,0.88,21.89,0.61,0.67,26.22,3.62,0.19,0.6,0.08,0.01,0.09,2
1.45,4.73,0.0282,0.61,0.76,6.76,9.57,0.94,40.04,0.85,0.81,20.16,3.18,0.26,0.85,0.1,0.05,0.15,2
1.47,4.58,0.0642,0.56,0.6,4.81,6.81,0.9,20.12,0.68,0.84,13.47,2.6,0.22,0.63,0.07,0.01,0.08,2
1.37,4.35,0.0241,0.54,0.53,6.6,9.34,0.89,22.35,0.63,0.73,30.02,3.87,0.24,0.6,0.07,0.03,0.1,2
1.52,4.7,0,0.56,0.41,3.71,5.25,0.83,12.67,0.54,0.5,6,1.73,0.13,0.54,0.04,0,0.04,2
1.42,4.4,0.0058,0.55,0.62,5.93,8.38,0.91,24.45,0.75,0.67,16,2.83,0.24,0.8,0.06,0,0.06,2
1.65,4.95,0,0.59,0.72,5.79,8.19,0.93,31.35,0.8,0.81,13.76,2.62,0.22,0.8,0.12,0.01,0.13,2
1.49,4.58,0.0417,0.52,0.68,5.58,7.89,0.92,26.82,0.82,0.83,12.5,2.5,0.21,0.8,0.07,0.03,0.1,2
1.57,4.86,0,0.64,0.64,4.65,6.57,0.91,21.31,0.78,0.8,9.6,2.19,0.18,0.77,0.06,0,0.06,2
1.67,5.08,0,0.55,0.66,5.35,7.57,0.91,24.84,0.75,0.77,15.38,2.77,0.27,0.7,0.1,0.03,0.12,2
1.49,4.31,0.0373,0.58,0.63,5.47,7.73,0.91,23.59,0.76,0.77,17.63,2.97,0.26,0.71,0.1,0.01,0.11,2
1.4,4.62,0.0532,0.58,0.73,5.29,7.48,0.93,29.55,0.74,0.84,13.47,2.6,0.26,0.63,0.1,0.02,0.11,2
1.56,4.59,0,0.61,0.64,4.95,7,0.91,22.1,0.65,0.81,13.76,2.62,0.23,0.55,0.04,0.01,0.05,2
1.5,4.49,0.0153,0.56,0.65,5.62,7.95,0.91,25.33,0.78,0.48,4.76,1.54,0.12,0.85,0.19,0.06,0.25,2
1.48,4.6,0.0503,0.6,0.65,6.13,8.67,0.92,27.28,0.78,0.59,9.48,2.18,0.15,0.83,0.13,0.01,0.14,2
1.46,4.45,0.0072,0.52,0.64,5.54,7.84,0.91,24.43,0.71,0.72,12.96,2.55,0.23,0.71,0.06,0.03,0.09,2
1.48,4.72,0.0227,0.63,0.65,5.54,7.83,0.91,25.15,0.74,0.82,18.89,3.07,0.25,0.69,0.09,0.05,0.14,2
1.3,3.92,0.0303,0.56,0.61,5.14,7.27,0.9,21.76,0.77,0.62,8.05,2.01,0.16,0.79,0.11,0.01,0.13,2
1.49,4.51,0,0.57,0.62,5.92,8.38,0.91,24.68,0.71,0.79,17.29,2.94,0.21,0.67,0.05,0.02,0.07,2
1.35,4.27,0,0.51,0.6,5.76,8.14,0.9,22.97,0.71,0.62,12.5,2.5,0.21,0.7,0.11,0.05,0.16,2
1.43,4.39,0.0588,0.58,0.7,6.19,8.75,0.93,30.74,0.77,0.78,14.09,2.65,0.2,0.76,0.12,0.03,0.15,2
1.58,4.94,0.0343,0.58,0.59,6.62,9.37,0.9,25.12,0.71,0.72,21.02,3.24,0.2,0.67,0.11,0.05,0.16,2
1.54,4.55,0,0.54,0.55,6.54,9.25,0.89,22.96,0.69,0.87,33.8,4.11,0.25,0.6,0.06,0.02,0.08,2
1.61,4.93,0.0582,0.63,0.59,7.17,10.14,0.91,26.48,0.69,0.77,30.77,3.92,0.21,0.64,0.11,0.02,0.13,2
1.45,4.34,0.0234,0.56,0.67,5.66,8,0.92,26.46,0.78,0.88,19.36,3.11,0.27,0.68,0.1,0.09,0.19,2
1.3,3.98,0,0.55,0.68,5.7,8.06,0.92,27.78,0.77,0.74,12.57,2.51,0.22,0.78,0.13,0.01,0.14,2
1.49,4.71,0,0.6,0.7,5.21,7.37,0.92,26.73,0.76,0.73,11.64,2.41,0.24,0.78,0.04,0.01,0.06,2
1.49,4.35,0.0098,0.61,0.72,5.41,7.65,0.93,29.84,0.79,0.71,10.71,2.31,0.22,0.79,0.09,0.03,0.12,2
1.62,4.73,0.0809,0.55,0.64,5.76,8.15,0.91,25.08,0.72,0.76,14.44,2.69,0.21,0.65,0.08,0.02,0.1,2
1.54,4.93,0.035,0.62,0.68,6.17,8.72,0.92,29.22,0.77,0.75,18,3,0.24,0.78,0.09,0.01,0.1,2
1.5,4.63,0,0.54,0.72,6.21,8.79,0.93,32.62,0.82,1,17,2.92,0.21,0.74,0.07,0.01,0.09,2
1.42,4.53,0.0583,0.58,0.63,5.02,7.1,0.9,22.05,0.76,0.83,16.67,2.89,0.27,0.69,0.08,0.01,0.09,2
1.57,4.89,0.0582,0.57,0.55,6.98,9.87,0.9,24.37,0.69,0.71,24.08,3.47,0.19,0.65,0.1,0.02,0.12,2
1.49,4.76,0,0.57,0.6,5.53,7.82,0.9,22.62,0.72,0.7,16.03,2.83,0.24,0.72,0.08,0.02,0.1,2
1.61,4.88,0.0893,0.59,0.74,5.82,8.23,0.94,33.03,0.8,0.71,12.04,2.45,0.23,0.84,0.07,0.03,0.09,2
1.5,4.52,0.0236,0.56,0.53,7.25,10.26,0.89,23.88,0.64,0.63,20.94,3.24,0.15,0.61,0.11,0.02,0.14,2
1.45,4.6,0,0.51,0.69,3.97,5.62,0.91,20.42,0.82,0.92,11.08,2.35,0.35,0.78,0.09,0,0.09,2
1.52,4.8,0.0538,0.63,0.6,6.71,9.49,0.91,25.92,0.73,0.76,25.69,3.58,0.22,0.7,0.11,0.01,0.13,2
1.49,4.4,0,0.59,0.64,5.04,7.12,0.91,22.72,0.75,0.86,20.57,3.21,0.33,0.67,0.03,0.01,0.04,2
1.59,4.83,0.0314,0.6,0.57,6.27,8.86,0.9,23.06,0.66,0.71,22.76,3.37,0.22,0.63,0.07,0.03,0.1,2
1.6,4.84,0.0182,0.56,0.69,3.8,5.38,0.91,19.67,0.76,0.89,7.11,1.89,0.24,0.78,0.09,0.03,0.12,2
1.46,4.62,0.0342,0.6,0.69,5.54,7.84,0.92,27.63,0.83,0.85,19.59,3.13,0.3,0.8,0.08,0.03,0.1,2
1.47,4.65,0.0542,0.61,0.54,6.64,9.38,0.89,23.13,0.64,0.69,23.59,3.43,0.19,0.63,0.1,0.01,0.11,2
1.66,4.94,0.0043,0.55,0.49,5.45,7.7,0.87,18.38,0.54,0.64,13.36,2.58,0.15,0.49,0.09,0,0.09,2
1.45,4.45,0.0263,0.54,0.72,5.69,8.05,0.93,30.82,0.85,0.84,13.47,2.6,0.24,0.85,0.06,0.06,0.12,2
1.46,4.34,0.1287,0.57,0.74,5.55,7.84,0.94,32.27,0.84,0.71,8.47,2.06,0.19,0.85,0.17,0.05,0.22,2
1.53,4.73,0.0319,0.58,0.71,5.18,7.32,0.93,27.96,0.87,1,15,2.74,0.25,0.81,0.05,0,0.05,2
1.32,4.36,0,0.54,0.63,5.21,7.37,0.91,22.87,0.7,0.68,11.56,2.4,0.23,0.7,0.12,0.03,0.15,2
1.45,4.62,0.0167,0.58,0.53,6.87,9.72,0.89,23.08,0.65,0.65,22.69,3.37,0.18,0.64,0.11,0.01,0.12,2
1.51,4.75,0.0562,0.58,0.57,6.62,9.36,0.9,24.02,0.69,0.73,26.45,3.64,0.23,0.66,0.06,0.02,0.07,2
1.54,4.69,0.0426,0.58,0.67,4.9,6.93,0.91,23.48,0.79,1,8,2,0.13,0.77,0.1,0,0.1,2
1.39,4.34,0.0617,0.54,0.6,6.96,9.84,0.91,26.49,0.74,0.71,24.08,3.47,0.23,0.75,0.08,0.03,0.1,2
1.63,4.68,0,0.56,0.55,3.92,5.54,0.87,15.49,0.67,0.62,4.92,1.57,0.14,0.69,0.05,0.02,0.07,2
1.41,4.39,0.0075,0.51,0.43,3.58,5.06,0.83,12.55,0.51,0.65,8.45,2.06,0.19,0.43,0.04,0.01,0.06,2
1.63,4.8,0,0.6,0.72,4.84,6.85,0.93,27.02,0.76,0.9,8.1,2.01,0.17,0.68,0.09,0.04,0.13,2
1.54,4.81,0.027,0.63,0.63,6.37,9.01,0.91,26.57,0.74,0.61,11.65,2.41,0.15,0.78,0.1,0.02,0.12,2
1.71,5.21,0,0.61,0.65,4.3,6.08,0.9,20.05,0.72,0.83,8.33,2.04,0.19,0.65,0.13,0.02,0.15,2
1.65,4.69,0,0.6,0.65,5.89,8.33,0.92,26.14,0.78,0.72,12.96,2.55,0.18,0.81,0.11,0,0.11,2
1.38,4.29,0.0032,0.53,0.49,6.4,9.06,0.88,20.84,0.65,0.61,26.89,3.67,0.25,0.64,0.05,0.02,0.07,2
1.58,4.88,0.0385,0.56,0.69,5.68,8.03,0.93,28.52,0.81,0.9,17.19,2.93,0.25,0.74,0.12,0.01,0.13,2
1.36,4.31,0.0177,0.6,0.6,6.55,9.26,0.91,25.21,0.68,0.69,20.02,3.16,0.2,0.61,0.11,0.06,0.17,2
1.46,4.33,0.0145,0.58,0.6,5.24,7.41,0.9,21.39,0.69,0.61,10.32,2.27,0.19,0.7,0.08,0.02,0.1,3
1.53,4.63,0.04,0.56,0.6,5.94,8.41,0.9,23.65,0.68,0.72,15.21,2.76,0.19,0.65,0.1,0.03,0.13,3
1.39,4.11,0.0189,0.46,0.61,4.57,6.46,0.89,19.4,0.75,0.85,14.45,2.69,0.32,0.67,0.04,0.02,0.06,3
1.65,5.09,0.0598,0.55,0.65,6.5,9.19,0.92,27.99,0.77,0.9,25.29,3.56,0.25,0.7,0.08,0.02,0.1,3
1.44,4.47,0.0026,0.55,0.5,7.3,10.32,0.88,22.88,0.61,0.75,32.81,4.05,0.19,0.57,0.1,0.01,0.11,3
1.42,4.41,0.0097,0.55,0.49,6.37,9,0.88,20.66,0.61,0.6,22.92,3.39,0.2,0.6,0.08,0.04,0.12,3
1.37,4.31,0.0338,0.51,0.55,6.13,8.68,0.89,21.94,0.68,0.86,25.71,3.59,0.23,0.59,0.06,0.03,0.09,3
1.56,4.82,0.0663,0.59,0.48,8.92,12.61,0.89,25.2,0.62,0.63,54.38,5.21,0.21,0.65,0.1,0.02,0.12,3
1.57,4.89,0.1838,0.55,0.52,4.71,6.66,0.87,17.31,0.61,0.76,9.94,2.23,0.14,0.58,0.06,0.01,0.07,3
1.46,4.46,0.0535,0.52,0.52,7.73,10.94,0.89,24.47,0.66,0.61,33.14,4.07,0.23,0.68,0.06,0.01,0.07,3
1.52,4.45,0.0805,0.56,0.67,4.67,6.6,0.91,22.7,0.74,0.7,4.9,1.57,0.13,0.75,0.11,0,0.11,3
1.51,4.69,0.013,0.58,0.74,4.78,6.76,0.93,28.08,0.82,0.9,8.1,2.01,0.18,0.78,0.08,0.04,0.12,3
1.47,4.45,0.0172,0.56,0.46,8.36,11.82,0.88,23.47,0.64,0.65,48.04,4.9,0.2,0.61,0.06,0.02,0.08,3
1.56,4.67,0.0107,0.59,0.55,5.6,7.92,0.89,20.7,0.62,0.65,12.9,2.54,0.16,0.58,0.03,0.02,0.06,3
1.55,4.59,0.0559,0.54,0.55,5.55,7.85,0.89,20.4,0.65,0.65,11.12,2.36,0.15,0.6,0.12,0.01,0.13,3
1.55,4.44,0,0.57,0.69,4.76,6.74,0.92,24.15,0.85,0.73,8.07,2.01,0.2,0.89,0.09,0,0.09,3
1.51,4.62,0.0505,0.5,0.46,6.1,8.63,0.87,19.14,0.57,0.56,15.68,2.8,0.16,0.55,0.08,0.02,0.1,3
1.57,4.67,0,0.57,0.72,5.57,7.88,0.93,30.54,0.84,0.88,12.25,2.47,0.21,0.78,0.15,0.01,0.16,3
1.45,4.48,0,0.54,0.51,7.31,10.33,0.89,23.2,0.66,0.74,29.63,3.85,0.18,0.6,0.09,0.02,0.12,3
1.58,4.85,0.057,0.58,0.65,6.29,8.9,0.92,27.88,0.79,0.88,19.36,3.11,0.21,0.79,0.07,0.03,0.1,3
1.45,4.54,0.0503,0.57,0.46,8.09,11.44,0.88,23.23,0.62,0.74,45.76,4.78,0.18,0.58,0.08,0.02,0.09,3
1.45,4.47,0.0314,0.54,0.46,7.56,10.69,0.88,22.09,0.59,0.51,25.01,3.54,0.17,0.61,0.08,0.02,0.09,3
1.52,4.5,0,0.6,0.65,5.21,7.37,0.91,23.56,0.81,0.95,20.05,3.17,0.27,0.79,0.09,0.03,0.12,3
1.64,4.72,0,0.67,0.86,3.93,5.55,0.96,39.36,0.93,1,8,2,0.29,0.89,0.07,0,0.07,3
1.39,4.72,0.0406,0.54,0.5,7.83,11.07,0.89,23.96,0.66,0.75,50.44,5.02,0.25,0.57,0.1,0.03,0.12,3
1.55,4.49,0.0135,0.63,0.8,5.11,7.22,0.95,38.11,0.9,1,13,2.55,0.25,0.87,0.14,0,0.14,3
1.49,4.7,0.0379,0.59,0.49,7.08,10.01,0.88,22.15,0.61,0.67,32,4,0.19,0.55,0.09,0.02,0.11,3
1.44,4.25,0.0727,0.53,0.71,5.73,8.1,0.93,30.34,0.83,0.86,16.41,2.86,0.28,0.78,0.09,0.01,0.1,3
1.43,4.56,0.0143,0.59,0.64,5.56,7.87,0.91,24.4,0.76,0.87,17.39,2.95,0.22,0.73,0.08,0.01,0.09,3
1.59,4.92,0.0812,0.54,0.68,7.23,10.22,0.93,33.36,0.84,0.83,20.83,3.23,0.2,0.79,0.2,0.01,0.2,3
1.68,4.98,0.0621,0.61,0.62,6.16,8.71,0.91,25.52,0.73,0.9,16.2,2.85,0.15,0.72,0.09,0.01,0.1,3
1.41,4.5,0,0.61,0.66,5.5,7.78,0.92,25.26,0.73,0.81,16.96,2.91,0.24,0.73,0.1,0.02,0.13,3
1.53,4.34,0,0.59,0.68,6.04,8.54,0.92,28.46,0.82,0.84,17.64,2.97,0.22,0.79,0.04,0.03,0.07,3
1.51,4.4,0.0411,0.55,0.66,5.81,8.22,0.92,26.75,0.78,0.89,21.33,3.27,0.28,0.74,0.08,0.01,0.09,3
1.52,4.63,0.0142,0.59,0.52,7.25,10.26,0.89,23.76,0.63,0.7,29.4,3.83,0.19,0.58,0.08,0.03,0.1,3
1.56,4.77,0.0915,0.63,0.61,5.42,7.67,0.9,22.35,0.66,0.83,15.7,2.8,0.19,0.58,0.1,0.03,0.13,3
1.51,4.69,0.0856,0.61,0.51,6.98,9.88,0.89,22.79,0.6,0.58,24.16,3.48,0.19,0.59,0.08,0,0.09,3
1.62,4.83,0,0.64,0.79,4.53,6.4,0.94,31.98,0.86,0.9,8.1,2.01,0.21,0.83,0.07,0,0.07,3
1.63,4.89,0.0925,0.55,0.58,6.62,9.36,0.9,24.71,0.73,0.83,25,3.54,0.21,0.69,0.08,0,0.08,3
1.58,4.79,0.051,0.57,0.63,6.74,9.54,0.92,27.86,0.77,0.84,25.97,3.6,0.24,0.71,0.07,0.02,0.08,3
1.64,4.95,0.0805,0.62,0.64,5.7,8.06,0.91,24.85,0.77,0.64,11.57,2.41,0.18,0.82,0.13,0,0.13,3
1.44,4.66,0.0571,0.54,0.76,4.99,7.05,0.94,31.95,0.85,0.93,12.07,2.46,0.28,0.78,0.09,0.02,0.11,3
1.49,4.65,0.0577,0.57,0.66,5.03,7.12,0.91,23.54,0.79,0.74,10.32,2.27,0.21,0.78,0.13,0.03,0.16,3
1.41,4.34,0.0095,0.5,0.52,6.78,9.59,0.89,22.53,0.68,0.78,21.78,3.3,0.16,0.64,0.08,0.02,0.1,3
1.6,4.8,0.0196,0.57,0.5,7.16,10.12,0.89,22.86,0.65,0.72,30.82,3.93,0.19,0.62,0.07,0.02,0.09,3
1.65,4.77,0.0366,0.57,0.51,6.94,9.81,0.89,22.54,0.67,0.66,21.78,3.3,0.16,0.65,0.09,0,0.1,3
1.57,4.63,0.0691,0.54,0.5,8.01,11.32,0.89,24.52,0.68,0.68,41.34,4.55,0.22,0.69,0.08,0.03,0.11,3
1.3,3.98,0.0435,0.51,0.65,5.29,7.49,0.91,24.17,0.79,0.69,12.46,2.5,0.27,0.86,0.04,0.03,0.07,3
1.4,4.34,0.012,0.54,0.49,8.08,11.43,0.89,24.12,0.65,0.64,32.51,4.03,0.17,0.63,0.1,0.03,0.13,3
1.51,4.68,0.0329,0.56,0.6,5.45,7.71,0.9,22.16,0.72,0.89,22.32,3.34,0.27,0.62,0.09,0.02,0.11,3
1.59,4.78,0,0.55,0.79,5.78,8.18,0.95,39.76,0.88,0.81,10.56,2.3,0.22,0.89,0.05,0.03,0.08,3
1.43,4.39,0.022,0.56,0.47,6.86,9.7,0.88,21.16,0.57,0.51,18.51,3.04,0.15,0.54,0.09,0,0.1,3
1.51,4.57,0,0.54,0.54,6.86,9.7,0.89,23.69,0.68,0.68,26.68,3.65,0.23,0.66,0.05,0.01,0.06,3
1.49,4.54,0.0383,0.58,0.56,6.4,9.04,0.9,23.37,0.66,0.63,18.28,3.02,0.19,0.63,0.1,0.01,0.11,3
1.44,4.37,0.0107,0.54,0.48,6.98,9.87,0.88,21.7,0.62,0.73,40.73,4.51,0.25,0.52,0.07,0.02,0.09,3
1.55,4.63,0.0083,0.58,0.75,6.11,8.64,0.94,35.6,0.88,0.81,13.76,2.62,0.22,0.91,0.13,0.01,0.14,3
1.43,4.6,0.0967,0.63,0.51,6.85,9.69,0.89,22.45,0.59,0.69,28.92,3.8,0.19,0.52,0.1,0.02,0.12,3
1.42,4.37,0.0969,0.54,0.52,6.97,9.86,0.89,23.09,0.69,0.75,32.81,4.05,0.23,0.67,0.08,0,0.08,3
1.47,4.41,0.0253,0.58,0.54,6.18,8.74,0.89,21.95,0.66,0.68,18.23,3.02,0.18,0.62,0.11,0.03,0.13,3
1.37,4.32,0.0649,0.56,0.48,7.05,9.97,0.88,21.86,0.56,0.52,23.55,3.43,0.19,0.55,0.06,0.04,0.1,3
1.57,4.59,0,0.56,0.62,5.35,7.57,0.9,22.56,0.73,0.78,14.09,2.65,0.21,0.71,0.06,0,0.06,3
1.25,4.11,0,0.52,0.68,5.1,7.21,0.92,24.83,0.8,0.8,6.4,1.79,0.14,0.81,0.14,0.03,0.17,3
1.46,4.38,0.0471,0.57,0.62,6.22,8.79,0.91,25.73,0.79,0.8,25.6,3.58,0.28,0.77,0.07,0,0.07,3
1.69,5.01,0.0498,0.55,0.57,6.34,8.97,0.9,23.51,0.71,0.74,21.56,3.28,0.21,0.72,0.07,0.02,0.1,3
1.59,4.74,0.0616,0.63,0.55,6.94,9.81,0.9,23.97,0.66,0.68,27.12,3.68,0.2,0.65,0.09,0.01,0.11,3
1.59,5.09,0.0216,0.57,0.56,7.99,11.3,0.9,26.9,0.71,0.74,35.45,4.21,0.21,0.64,0.12,0.01,0.13,3
1.5,4.81,0,0.62,0.68,5.6,7.92,0.92,27.25,0.74,0.73,8.07,2.01,0.13,0.72,0.05,0.04,0.08,3
1.5,4.68,0.0066,0.61,0.7,6.38,9.03,0.93,31.52,0.83,0.82,18.89,3.07,0.22,0.8,0.09,0.02,0.11,3
1.63,5.09,0.1143,0.61,0.61,4.73,6.69,0.9,20.3,0.69,0.73,11.64,2.41,0.22,0.64,0.08,0.04,0.12,3
1.8,5.1,0.0127,0.49,0.75,4.93,6.97,0.93,29.71,0.86,1,11,2.35,0.26,0.77,0.09,0.05,0.14,3
1.53,4.57,0.0171,0.56,0.62,4.89,6.91,0.9,21.18,0.77,0.85,18.62,3.05,0.31,0.69,0.04,0.03,0.07,3
1.48,4.62,0.0661,0.59,0.74,6.07,8.58,0.94,35.18,0.83,0.7,9.8,2.21,0.18,0.88,0.08,0.03,0.1,3
1.35,4.28,0.0128,0.53,0.51,6.67,9.44,0.89,22.03,0.67,0.64,28.93,3.8,0.25,0.65,0.09,0.03,0.12,3
1.49,4.47,0.0583,0.59,0.62,4.73,6.69,0.9,20.58,0.74,0.79,11.84,2.43,0.22,0.73,0.04,0,0.04,3
1.48,4.57,0.0541,0.54,0.54,6.57,9.29,0.89,22.92,0.69,0.7,25.83,3.59,0.23,0.63,0.08,0.04,0.13,3
1.63,4.75,0.0543,0.59,0.75,5.49,7.77,0.94,33.56,0.83,1,14,2.65,0.22,0.74,0.08,0.03,0.11,3
1.49,4.58,0.0043,0.61,0.57,6.48,9.16,0.9,23.7,0.69,0.74,26.06,3.61,0.22,0.66,0.06,0.01,0.08,3
1.65,4.87,0.0126,0.58,0.46,6.79,9.6,0.87,20.63,0.59,0.71,29.9,3.87,0.17,0.52,0.06,0.02,0.07,3
1.43,4.48,0.0795,0.52,0.62,6.25,8.84,0.91,25.94,0.83,0.78,16.33,2.86,0.2,0.81,0.12,0.03,0.14,3
1.44,4.4,0,0.56,0.6,5.7,8.06,0.9,22.75,0.7,0.78,22.73,3.37,0.28,0.63,0.06,0.01,0.07,3
1.62,5.03,0.0075,0.54,0.59,5.05,7.14,0.9,20.59,0.67,0.64,8.91,2.11,0.18,0.64,0.06,0.05,0.12,3
1.42,4.47,0.02,0.58,0.59,6.19,8.76,0.9,24.17,0.71,0.77,23.08,3.4,0.24,0.64,0.07,0.02,0.1,3
1.49,4.7,0.0285,0.56,0.54,7.09,10.02,0.89,23.95,0.69,0.7,30.73,3.92,0.23,0.65,0.08,0.03,0.1,3
1.53,4.79,0.0569,0.6,0.48,7.31,10.34,0.88,22.23,0.6,0.64,32.05,4,0.18,0.56,0.08,0.03,0.11,3
1.59,4.73,0.003,0.56,0.51,6.91,9.77,0.88,22.33,0.67,0.79,30.08,3.88,0.18,0.61,0.08,0.02,0.1,3
1.43,4.19,0.0105,0.56,0.56,5.83,8.24,0.89,21.56,0.63,0.78,19.53,3.12,0.2,0.57,0.06,0.03,0.09,3
1.36,4.21,0,0.53,0.58,5.66,8.01,0.9,21.91,0.75,0.68,14.23,2.67,0.21,0.79,0.08,0.03,0.11,3
