W,S,VP,C,T,DC,CT,CP,CN,MLS,MLT,MLC,C/S,VP/T,C/T,DC/C,DC/T,T/S,CT/T,CP/T,CP/C,CN/T,CN/C,NP/S,VP/S,PP/S,NPlen,VPlen,PPlen, numsyl, avgchar,awl,ld,ttr,cttr,rttr,logttr,uber,lv,vv1,svv1,cvv1,vv2,nv,adjv,advv, modv,class_y
144,14,23,18,14,2,2,5,13,10.2857,10.2857,8,1.2857,1.6429,1.2857,0.1111,0.1429,1,0.1429,0.3571,0.2778,0.9286,0.7222,3.71,1.43,1.21,1.65,1.3,1,1.4,4.37,0.0382,0.58,0.58,5,7.07,0.89,19.98,0.64,0.57,9.14,2.14,0.19,0.67,0.1,0,0.1,2
123,7,17,15,7,7,5,3,14,17.5714,17.5714,8.2,2.1429,2.4286,2.1429,0.4667,1,1,0.7143,0.4286,0.2,2,0.9333,7.5,3.33,2,1.84,1.4,1,1.76,5.33,0.0583,0.59,0.79,6.27,8.87,0.95,42.64,0.92,0.86,15.43,2.78,0.24,0.93,0.11,0.07,0.17,2
203,23,32,26,23,3,2,8,18,8.8261,8.8261,7.8077,1.1304,1.3913,1.1304,0.1154,0.1304,1,0.087,0.3478,0.3077,0.7826,0.6923,3.29,1.46,1,1.72,1.31,1,1.43,4.35,0,0.5,0.59,6.07,8.58,0.9,23.74,0.77,0.82,27.23,3.69,0.31,0.68,0.07,0.05,0.11,2
143,16,23,19,16,1,1,4,14,8.9375,8.9375,7.5263,1.1875,1.4375,1.1875,0.0526,0.0625,1,0.0625,0.25,0.2105,0.875,0.7368,3,1.35,0.88,1.61,1.39,1,1.47,4.43,0.0551,0.53,0.7,6.01,8.5,0.93,30.41,0.83,0.83,15.7,2.8,0.24,0.85,0.09,0.01,0.1,2
112,10,17,15,10,3,2,2,13,11.2,11.2,7.4667,1.5,1.7,1.5,0.2,0.3,1,0.2,0.2,0.1333,1.3,0.8667,3.6,1.6,0.8,1.78,1.5,1,1.38,4.23,0.0825,0.53,0.68,5.19,7.33,0.92,25.55,0.81,0.8,12.8,2.53,0.26,0.78,0.1,0,0.1,2
348,33,49,40,32,6,5,4,34,10.5455,10.875,8.7,1.2121,1.5312,1.25,0.15,0.1875,0.9697,0.1562,0.125,0.1,1.0625,0.85,3.73,1.27,1.52,1.76,1.88,1,1.45,4.39,0.0189,0.57,0.52,6.9,9.75,0.89,22.71,0.62,0.68,25.79,3.59,0.19,0.58,0.07,0.01,0.08,2
154,15,25,21,15,5,5,1,21,10.2667,10.2667,7.3333,1.4,1.6667,1.4,0.2381,0.3333,1,0.3333,0.0667,0.0476,1.4,1,3.6,1.73,1,1.72,1.69,1,1.5,4.64,0,0.57,0.66,5.83,8.25,0.92,26.68,0.66,0.7,14.7,2.71,0.24,0.6,0.08,0,0.08,2
141,10,17,11,9,0,0,9,18,14.1,15.6667,12.8182,1.1,1.8889,1.2222,0,0,0.9,0,1,0.8182,2,1.6364,5.6,2.3,1.7,1.55,1.61,1,1.4,4.46,0.0662,0.56,0.64,5.5,7.78,0.91,24.16,0.75,0.71,12.04,2.45,0.2,0.77,0.04,0.01,0.05,2
141,11,24,17,12,3,3,3,9,12.8182,11.75,8.2941,1.5455,2,1.4167,0.1765,0.25,1.0909,0.25,0.25,0.1765,0.75,0.5294,4.18,2,0.82,1.87,1.77,1,1.42,4.55,0,0.57,0.68,5.75,8.14,0.92,27.46,0.77,0.85,19.59,3.13,0.28,0.7,0.1,0.02,0.12,2
128,15,22,17,15,1,1,3,14,8.5333,8.5333,7.5294,1.1333,1.4667,1.1333,0.0588,0.0667,1,0.0667,0.2,0.1765,0.9333,0.8235,3.6,1.47,0.93,1.69,1.27,1,1.46,4.62,0.1695,0.58,0.69,5.58,7.89,0.92,27.98,0.79,0.7,11.13,2.36,0.21,0.78,0.14,0.01,0.16,2
172,15,22,20,15,4,4,3,19,11.4667,11.4667,8.6,1.3333,1.4667,1.3333,0.2,0.2667,1,0.2667,0.2,0.15,1.2667,0.95,4.07,1.64,1.5,1.96,1.7,1,1.41,4.32,0.0318,0.56,0.62,5.77,8.16,0.91,24.24,0.72,0.77,17.63,2.97,0.24,0.67,0.07,0.01,0.08,2
263,21,30,25,19,5,5,8,33,12.5238,13.8421,10.52,1.1905,1.5789,1.3158,0.2,0.2632,0.9048,0.2632,0.4211,0.32,1.7368,1.32,4.95,1.79,1.53,1.84,1.62,1,1.58,4.85,0.083,0.61,0.55,6.36,8.99,0.89,22.53,0.65,0.7,20.93,3.23,0.18,0.63,0.07,0.02,0.09,2
152,14,17,15,14,2,2,5,21,10.8571,10.8571,10.1333,1.0714,1.2143,1.0714,0.1333,0.1429,1,0.1429,0.3571,0.3333,1.5,1.4,3.64,1.36,1.64,2.02,1.21,1,1.74,5.03,0,0.62,0.6,5.22,7.38,0.9,21.37,0.64,0.63,7.58,1.95,0.13,0.68,0.06,0.02,0.08,2
180,17,24,21,18,4,4,2,21,10.5882,10,8.5714,1.2353,1.3333,1.1667,0.1905,0.2222,1.0588,0.2222,0.1111,0.0952,1.1667,1,3.39,1.33,1,1.72,1.79,1,1.45,4.52,0.0307,0.56,0.63,6.03,8.52,0.91,25.62,0.72,0.66,12.45,2.49,0.19,0.71,0.12,0.08,0.2,2
162,14,23,21,14,5,5,3,22,11.5714,11.5714,7.7143,1.5,1.6429,1.5,0.2381,0.3571,1,0.3571,0.2143,0.1429,1.5714,1.0476,3.86,1.57,1.29,1.91,1.5,1,1.5,4.44,0.0327,0.58,0.6,5.46,7.72,0.9,21.98,0.66,0.52,7.26,1.91,0.14,0.72,0.07,0.03,0.1,2
281,29,47,37,28,8,8,5,31,9.6897,10.0357,7.5946,1.2759,1.6786,1.3214,0.2162,0.2857,0.9655,0.2857,0.1786,0.1351,1.1071,0.8378,3.38,1.45,0.9,1.57,1.76,1,1.48,4.53,0.0233,0.58,0.64,7.72,10.92,0.92,31.68,0.77,0.74,31.88,3.99,0.26,0.74,0.11,0.04,0.15,2
340,30,61,48,30,15,9,8,32,11.3333,11.3333,7.0833,1.6,2.0333,1.6,0.3125,0.5,1,0.3,0.2667,0.1667,1.0667,0.6667,3.87,1.83,0.97,1.83,1.58,1,1.46,4.44,0.0101,0.57,0.54,7.11,10.05,0.89,23.98,0.67,0.67,30.67,3.92,0.23,0.65,0.08,0.01,0.1,2
100,8,9,9,8,1,1,3,9,12.5,12.5,11.1111,1.125,1.125,1.125,0.1111,0.125,1,0.125,0.375,0.3333,1.125,1,3.75,1.13,2.25,1.87,1.67,1,1.48,4.24,0,0.52,0.67,4.81,6.8,0.91,23.29,0.74,0.67,5.33,1.63,0.15,0.74,0.11,0,0.11,2
102,7,14,12,7,5,5,4,8,14.5714,14.5714,8.5,1.7143,2,1.7143,0.4167,0.7143,1,0.7143,0.5714,0.3333,1.1429,0.6667,4.29,2.14,1.57,1.73,1.87,1,1.56,4.85,0.0106,0.58,0.75,5.32,7.53,0.94,31.57,0.86,0.82,11.53,2.4,0.24,0.87,0.03,0.03,0.07,2
332,36,56,50,36,11,8,6,37,9.2222,9.2222,6.64,1.3889,1.5556,1.3889,0.22,0.3056,1,0.2222,0.1667,0.12,1.0278,0.74,3.31,1.46,0.89,1.79,1.45,1,1.5,4.59,0,0.6,0.52,6.79,9.6,0.89,22.6,0.61,0.61,21.97,3.31,0.18,0.6,0.08,0.02,0.11,2
141,11,15,14,11,3,2,7,12,12.8182,12.8182,10.0714,1.2727,1.3636,1.2727,0.2143,0.2727,1,0.1818,0.6364,0.5,1.0909,0.8571,3.55,1.55,0.82,2,1.71,1,1.54,5.02,0.0081,0.6,0.74,6.19,8.76,0.94,34.94,0.86,0.81,10.56,2.3,0.15,0.9,0.06,0.01,0.07,2
105,11,24,18,11,5,5,1,17,9.5455,9.5455,5.8333,1.6364,2.1818,1.6364,0.2778,0.4545,1,0.4545,0.0909,0.0556,1.5455,0.9444,4.27,1.64,0.55,1.55,1.5,1,1.4,4.44,0.0202,0.61,0.69,5.06,7.15,0.92,25.72,0.78,0.84,13.47,2.6,0.25,0.76,0.11,0.03,0.14,2
142,11,15,13,11,1,1,2,16,12.9091,12.9091,10.9231,1.1818,1.3636,1.1818,0.0769,0.0909,1,0.0909,0.1818,0.1538,1.4545,1.2308,4.4,1.5,1.8,2.36,1.73,1,1.48,4.37,0.1508,0.53,0.58,4.95,7,0.89,19.9,0.75,0.88,12.25,2.47,0.18,0.72,0.06,0,0.06,2
160,16,24,20,16,5,4,5,17,10,10,8,1.25,1.5,1.25,0.25,0.3125,1,0.25,0.3125,0.25,1.0625,0.85,3.81,1.56,1.19,1.61,1.52,1,1.4,4.67,0,0.6,0.62,5.61,7.94,0.91,23.79,0.69,0.77,15.38,2.77,0.21,0.62,0.09,0.03,0.12,2
246,18,34,24,18,7,5,12,27,13.6667,13.6667,10.25,1.3333,1.8889,1.3333,0.2917,0.3889,1,0.2778,0.6667,0.5,1.5,1.125,5.28,2.5,1.33,1.51,1.58,1,1.46,4.47,0.0517,0.68,0.59,6.58,9.31,0.91,25.23,0.66,0.71,24.08,3.47,0.2,0.63,0.07,0.03,0.1,2
327,26,47,40,25,12,8,6,43,12.5769,13.08,8.175,1.5385,1.88,1.6,0.3,0.48,0.9615,0.32,0.24,0.15,1.72,1.075,4.96,2,1.76,1.79,1.38,1.02,1.53,4.73,0.058,0.59,0.54,6.88,9.73,0.89,23.5,0.65,0.68,26.68,3.65,0.2,0.59,0.07,0.02,0.09,2
243,20,38,32,22,7,5,1,25,12.15,11.0455,7.5938,1.6,1.7273,1.4545,0.2188,0.3182,1.1,0.2273,0.0455,0.0312,1.1364,0.7812,4.35,1.75,1.35,1.75,1.51,1,1.46,4.53,0.0219,0.58,0.52,5.76,8.14,0.88,20.05,0.61,0.72,24.6,3.51,0.24,0.51,0.07,0.01,0.08,2
288,25,35,29,25,4,3,12,28,11.52,11.52,9.931,1.16,1.4,1.16,0.1379,0.16,1,0.12,0.48,0.4138,1.12,0.9655,4.13,1.52,1.74,1.79,1.66,1,1.49,4.67,0.0185,0.55,0.56,6.73,9.51,0.9,23.98,0.69,0.67,17.33,2.94,0.16,0.66,0.08,0.01,0.09,2
370,26,53,40,26,11,8,7,33,14.2308,14.2308,9.25,1.5385,2.0385,1.5385,0.275,0.4231,1,0.3077,0.2692,0.175,1.2692,0.825,4.73,1.88,1.85,1.73,1.98,1.02,1.48,4.42,0.0088,0.57,0.49,6.78,9.59,0.88,21.69,0.63,0.66,28.9,3.8,0.2,0.61,0.07,0,0.07,2
47,3,4,3,3,0,0,2,4,15.6667,15.6667,15.6667,1,1.3333,1,0,0,1,0,0.6667,0.6667,1.3333,1.3333,4,1.67,1.67,2.33,1.2,1,1.67,5.02,0,0.64,0.83,4.02,5.69,0.95,34.5,0.93,1,4,1.41,0.13,0.92,0.07,0,0.07,2
332,28,46,42,29,10,10,6,41,11.8571,11.4483,7.9048,1.5,1.5862,1.4483,0.2381,0.3448,1.0357,0.3448,0.2069,0.1429,1.4138,0.9762,4.3,1.78,1.59,1.83,1.48,1,1.41,4.42,0.0257,0.6,0.51,6.62,9.36,0.88,21.8,0.63,0.64,24.47,3.5,0.19,0.6,0.09,0.02,0.12,2
289,24,49,38,25,12,10,3,28,12.0417,11.56,7.6053,1.5833,1.96,1.52,0.3158,0.48,1.0417,0.4,0.12,0.0789,1.12,0.7368,3.92,1.71,1.29,1.65,1.88,1.03,1.43,4.5,0.0406,0.59,0.53,6.4,9.06,0.89,22.01,0.62,0.64,24.47,3.5,0.22,0.56,0.09,0.03,0.12,2
106,11,17,15,11,3,3,2,9,9.6364,9.6364,7.0667,1.3636,1.5455,1.3636,0.2,0.2727,1,0.2727,0.1818,0.1333,0.8182,0.6,3.09,1.45,0.73,1.97,1.5,1,1.48,4.69,0.0412,0.59,0.73,5.29,7.48,0.93,29.55,0.79,0.79,11.84,2.43,0.24,0.81,0.08,0.03,0.11,2
174,15,25,22,15,4,2,8,16,11.6,11.6,7.9091,1.4667,1.6667,1.4667,0.1818,0.2667,1,0.1333,0.5333,0.3636,1.0667,0.7273,3.4,1.73,0.6,2.02,1.62,1,1.34,4.32,0.0545,0.59,0.64,6.06,8.57,0.91,26.14,0.69,0.71,14.29,2.67,0.19,0.63,0.13,0.01,0.14,2
58,6,7,5,6,0,0,2,6,9.6667,9.6667,11.6,0.8333,1.1667,0.8333,0,0,1,0,0.3333,0.4,1,1.2,3,1.17,1.17,1.72,2.14,1,1.7,5.07,0,0.62,0.76,4.09,5.78,0.93,25.92,0.81,0.78,5.44,1.65,0.19,0.82,0.08,0.03,0.11,2
233,22,27,25,22,3,3,4,20,10.5909,10.5909,9.32,1.1364,1.2273,1.1364,0.12,0.1364,1,0.1364,0.1818,0.16,0.9091,0.8,3.41,1.23,1.45,1.95,1.67,1,1.48,4.72,0.0194,0.52,0.52,5.56,7.86,0.88,19.45,0.61,0.71,14.29,2.67,0.17,0.54,0.03,0.03,0.06,2
307,27,52,39,28,12,10,10,42,11.3704,10.9643,7.8718,1.4444,1.8571,1.3929,0.3077,0.4286,1.037,0.3571,0.3571,0.2564,1.5,1.0769,4.12,2.04,0.73,1.89,1.51,1,1.49,4.7,0.0801,0.65,0.58,7.24,10.24,0.91,26.42,0.68,0.62,21.02,3.24,0.17,0.69,0.15,0.01,0.16,2
83,6,13,10,6,4,3,1,9,13.8333,13.8333,8.3,1.6667,2.1667,1.6667,0.4,0.6667,1,0.5,0.1667,0.1,1.5,0.9,5,1.67,2,1.6,1.5,1,1.56,4.41,0,0.65,0.71,4.58,6.48,0.92,24.85,0.81,0.86,10.29,2.27,0.22,0.81,0.06,0.02,0.07,2
322,22,51,45,22,20,11,10,42,14.6364,14.6364,7.1556,2.0455,2.3182,2.0455,0.4444,0.9091,1,0.5,0.4545,0.2222,1.9091,0.9333,5.45,2.32,1.73,1.7,1.35,1,1.52,4.76,0.0268,0.6,0.58,7.41,10.48,0.9,26.47,0.72,0.67,24.89,3.53,0.18,0.74,0.1,0.02,0.12,2
294,28,47,37,29,8,8,10,22,10.5,10.1379,7.9459,1.3214,1.6207,1.2759,0.2162,0.2759,1.0357,0.2759,0.3448,0.2703,0.7586,0.5946,3.54,1.71,1.11,1.62,1.58,1,1.47,4.62,0.0037,0.56,0.59,7.15,10.11,0.91,26.47,0.73,0.82,33.62,4.1,0.25,0.7,0.09,0.03,0.12,2
148,12,19,12,11,1,1,3,12,12.3333,13.4545,12.3333,1,1.7273,1.0909,0.0833,0.0909,0.9167,0.0909,0.2727,0.25,1.0909,1,4.45,1.82,1.73,1.78,1.5,1.05,1.43,4.36,0.0146,0.56,0.62,5.47,7.74,0.91,23.31,0.77,0.79,15.04,2.74,0.22,0.74,0.07,0.03,0.1,2
96,9,13,10,9,1,1,2,10,10.6667,10.6667,9.6,1.1111,1.4444,1.1111,0.1,0.1111,1,0.1111,0.2222,0.2,1.1111,1,3.89,1.44,1.56,1.83,1.31,1.07,1.65,4.9,0.012,0.56,0.84,5.85,8.27,0.96,53.25,0.96,0.93,13.07,2.56,0.26,0.97,0.13,0.04,0.17,2
113,10,17,14,10,4,4,3,14,11.3,11.3,8.0714,1.4,1.7,1.4,0.2857,0.4,1,0.4,0.3,0.2143,1.4,1,3.8,1.4,1.4,1.76,1.57,1,1.47,4.66,0.037,0.58,0.62,4.66,6.59,0.9,20.27,0.73,0.79,11.84,2.43,0.23,0.65,0.08,0.03,0.11,2
148,12,20,18,12,5,3,4,16,12.3333,12.3333,8.2222,1.5,1.6667,1.5,0.2778,0.4167,1,0.25,0.3333,0.2222,1.3333,0.8889,4.45,1.55,1.82,2.24,1.47,1,1.45,4.55,0.1151,0.61,0.64,5.54,7.84,0.91,24.43,0.74,0.77,13.14,2.56,0.18,0.7,0.09,0.01,0.1,2
127,11,14,11,11,0,0,1,15,11.5455,11.5455,11.5455,1,1.2727,1,0,0,1,0,0.0909,0.0909,1.3636,1.3636,3.55,1.45,1.36,2.23,1.5,1,1.52,4.5,0.0357,0.53,0.63,5.02,7.1,0.9,22.05,0.76,0.83,12.5,2.5,0.22,0.78,0.07,0.04,0.12,2
92,7,13,10,7,4,3,1,13,13.1429,13.1429,9.2,1.4286,1.8571,1.4286,0.4,0.5714,1,0.4286,0.1429,0.1,1.8571,1.3,4.43,1.86,1.14,2.03,1.69,1,1.4,4.25,0.0235,0.55,0.76,5.18,7.32,0.94,31.95,0.85,0.92,11.08,2.35,0.23,0.77,0.17,0,0.17,2
62,12,9,13,13,1,1,1,3,5.1667,4.7692,4.7692,1.0833,0.6923,1,0.0769,0.0769,1.0833,0.0769,0.0769,0.0769,0.2308,0.2308,2.25,0.83,0.25,1.52,1.1,1,1.52,4.57,0,0.61,0.73,4.04,5.72,0.92,23.08,0.74,0.56,2.78,1.18,0.13,0.77,0.11,0.05,0.16,2
112,10,14,12,10,3,3,3,9,11.2,11.2,9.3333,1.2,1.4,1.2,0.25,0.3,1,0.3,0.3,0.25,0.9,0.75,3.4,1.5,1.6,1.79,1.33,1,1.58,4.64,0.0485,0.62,0.67,5.01,7.09,0.92,24.11,0.8,0.72,9.39,2.17,0.19,0.77,0.13,0.04,0.17,2
158,16,23,16,15,3,2,5,22,9.875,10.5333,9.875,1,1.5333,1.0667,0.1875,0.2,0.9375,0.1333,0.3333,0.3125,1.4667,1.375,3.88,1.69,1.25,1.71,1.37,1,1.45,4.31,0.0338,0.59,0.68,6.02,8.51,0.92,28.56,0.83,0.81,17.93,2.99,0.24,0.81,0.09,0.03,0.12,2
155,16,24,21,17,3,3,3,11,9.6875,9.1176,7.381,1.3125,1.4118,1.2353,0.1429,0.1765,1.0625,0.1765,0.1765,0.1429,0.6471,0.5238,3.75,1.5,1.19,1.65,1.21,1,1.45,4.33,0,0.54,0.63,5.67,8.01,0.91,24.3,0.82,0.89,21.33,3.27,0.27,0.76,0.07,0.01,0.08,2
275,20,35,29,19,8,6,5,32,13.75,14.4737,9.4828,1.45,1.8421,1.5263,0.2759,0.4211,0.95,0.3158,0.2632,0.1724,1.6842,1.1034,5.47,2.06,1.59,2.05,1.71,1,1.49,4.61,0.0198,0.6,0.51,6.07,8.59,0.88,20.53,0.61,0.81,27.52,3.71,0.2,0.51,0.09,0.01,0.1,2
167,13,22,17,13,3,3,2,18,12.8462,12.8462,9.8235,1.3077,1.6923,1.3077,0.1765,0.2308,1,0.2308,0.1538,0.1176,1.3846,1.0588,4.5,1.92,1.33,2.02,1.57,1,1.56,4.84,0.013,0.61,0.66,6.09,8.62,0.92,27.78,0.77,0.85,18.62,3.05,0.21,0.71,0.1,0.01,0.11,2
175,15,22,21,15,6,5,3,28,11.6667,11.6667,8.3333,1.4,1.4667,1.4,0.2857,0.4,1,0.3333,0.2,0.1429,1.8667,1.3333,4.21,1.79,1.57,1.97,1.32,1,1.46,4.41,0.125,0.58,0.56,5.31,7.52,0.89,20.38,0.69,0.64,11.57,2.41,0.18,0.72,0.13,0.02,0.15,2
82,9,14,12,10,2,1,1,8,9.1111,8.2,6.8333,1.3333,1.4,1.2,0.1667,0.2,1.1111,0.1,0.1,0.0833,0.8,0.6667,3.22,1.67,0.67,1.62,1.53,1,1.43,4.69,0,0.55,0.72,4.61,6.52,0.93,25.62,0.73,0.73,8.07,2.01,0.24,0.73,0.13,0,0.13,2
141,12,21,18,12,6,3,4,20,11.75,11.75,7.8333,1.5,1.75,1.5,0.3333,0.5,1,0.25,0.3333,0.2222,1.6667,1.1111,3.46,1.46,1.15,1.87,1.58,1,1.55,4.5,0.0078,0.62,0.65,5.5,7.78,0.91,24.86,0.73,0.62,9.38,2.17,0.17,0.76,0.12,0.01,0.13,2
54,6,7,6,6,1,1,1,7,9,9,9,1,1.1667,1,0.1667,0.1667,1,0.1667,0.1667,0.1667,1.1667,1.1667,2.83,1.17,1.17,1.71,1.14,1,1.31,4.12,0,0.5,0.59,3.08,4.35,0.87,13.21,0.74,0.71,3.57,1.34,0.19,0.72,0.04,0.04,0.07,2
168,17,31,26,17,7,6,5,18,9.8824,9.8824,6.4615,1.5294,1.8235,1.5294,0.2692,0.4118,1,0.3529,0.2941,0.1923,1.0588,0.6923,3.63,1.81,0.88,1.57,1.52,1,1.39,4.29,0,0.55,0.66,6.15,8.69,0.92,27.98,0.79,0.76,16.69,2.89,0.23,0.79,0.06,0.01,0.07,2
155,14,20,15,14,1,1,6,14,11.0714,11.0714,10.3333,1.0714,1.4286,1.0714,0.0667,0.0714,1,0.0714,0.4286,0.4,1,0.9333,3.69,1.46,1.23,1.75,2.11,1,1.53,4.57,0.0069,0.61,0.67,5.91,8.35,0.92,27.68,0.84,0.87,17.39,2.95,0.21,0.84,0.12,0.02,0.14,2
240,21,37,31,21,9,9,5,27,11.4286,11.4286,7.7419,1.4762,1.7619,1.4762,0.2903,0.4286,1,0.4286,0.2381,0.1613,1.2857,0.871,3.14,1.67,0.9,2.02,1.94,1,1.52,4.7,0.0578,0.58,0.59,6.56,9.28,0.91,25.22,0.7,0.71,22.76,3.37,0.23,0.67,0.11,0.02,0.13,2
129,12,20,16,12,2,2,3,13,10.75,10.75,8.0625,1.3333,1.6667,1.3333,0.125,0.1667,1,0.1667,0.25,0.1875,1.0833,0.8125,3.67,1.75,1.25,1.82,1.62,1,1.41,4.4,0,0.57,0.67,5.48,7.75,0.92,25.77,0.79,0.83,15.7,2.8,0.25,0.78,0.03,0,0.03,2
310,28,46,34,28,5,4,7,31,11.0714,11.0714,9.1176,1.2143,1.6429,1.2143,0.1471,0.1786,1,0.1429,0.25,0.2059,1.1071,0.9118,3.41,1.59,1.22,1.83,1.65,1,1.42,4.35,0.032,0.55,0.57,7.17,10.13,0.9,25.47,0.71,0.69,25.35,3.56,0.21,0.7,0.13,0.01,0.14,2
270,22,42,30,22,6,5,5,32,12.2727,12.2727,9,1.3636,1.9091,1.3636,0.2,0.2727,1,0.2273,0.2273,0.1667,1.4545,1.0667,4.38,1.95,1.33,1.73,1.54,1,1.51,4.59,0.0438,0.57,0.54,6.34,8.96,0.89,22.09,0.64,0.68,18.23,3.02,0.17,0.61,0.11,0,0.11,2
179,12,26,22,13,8,4,7,13,14.9167,13.7692,8.1364,1.8333,2,1.6923,0.3636,0.6154,1.0833,0.3077,0.5385,0.3182,1,0.5909,4.42,2.25,0.75,1.7,1.52,1,1.35,4.65,0.0958,0.57,0.61,5.85,8.28,0.91,24.01,0.68,0.67,12,2.45,0.17,0.66,0.07,0.03,0.1,2
301,25,48,36,25,10,8,3,41,12.04,12.04,8.3611,1.44,1.92,1.44,0.2778,0.4,1,0.32,0.12,0.0833,1.64,1.1389,4.4,1.68,1.36,1.75,1.6,1,1.41,4.28,0.0406,0.57,0.52,6.46,9.13,0.89,21.99,0.63,0.71,28.57,3.78,0.23,0.55,0.08,0.01,0.09,2
58,5,7,7,5,2,1,2,8,11.6,11.6,8.2857,1.4,1.4,1.4,0.2857,0.4,1,0.2,0.4,0.2857,1.6,1.1429,3.4,1.6,1,2,1,1,1.68,4.96,0.0755,0.57,0.83,4.46,6.3,0.95,37.84,0.91,0.89,7.11,1.89,0.24,0.89,0.15,0,0.15,2
287,27,44,41,27,13,11,6,39,10.6296,10.6296,7,1.5185,1.6296,1.5185,0.3171,0.4815,1,0.4074,0.2222,0.1463,1.4444,0.9512,3.88,1.58,1.27,1.88,1.51,1,1.55,4.79,0.0148,0.63,0.56,6.79,9.61,0.9,24.17,0.68,0.66,20.45,3.2,0.17,0.66,0.11,0.04,0.15,2
132,12,19,15,12,2,2,4,15,11,11,8.8,1.25,1.5833,1.25,0.1333,0.1667,1,0.1667,0.3333,0.2667,1.25,1,4.08,1.5,1.42,1.67,1.39,1,1.49,4.71,0.0252,0.58,0.66,5.44,7.69,0.91,25.02,0.73,0.83,16.67,2.89,0.25,0.7,0.01,0,0.01,2
162,11,21,15,11,5,3,4,15,14.7273,14.7273,10.8,1.3636,1.9091,1.3636,0.3333,0.4545,1,0.2727,0.3636,0.2667,1.3636,1,4.73,1.91,1.82,2.19,1.52,1,1.51,4.57,0,0.58,0.72,6.59,9.31,0.94,34.97,0.88,0.77,15.38,2.77,0.21,0.91,0.09,0.02,0.11,2
174,13,27,17,13,5,5,4,20,13.3846,13.3846,10.2353,1.3077,2.0769,1.3077,0.2941,0.3846,1,0.3846,0.3077,0.2353,1.5385,1.1765,4.46,2.08,1.54,1.64,1.89,1,1.4,4.44,0.1049,0.55,0.59,5.47,7.73,0.9,21.64,0.7,0.69,15.12,2.75,0.23,0.67,0.09,0.01,0.1,2
220,23,38,31,23,9,8,6,26,9.5652,9.5652,7.0968,1.3478,1.6522,1.3478,0.2903,0.3913,1,0.3478,0.2609,0.1935,1.1304,0.8387,3.73,1.64,1.14,1.78,1.44,1,1.39,4.22,0.0743,0.54,0.63,6.71,9.49,0.92,27.9,0.78,0.71,22.76,3.37,0.26,0.79,0.1,0.02,0.12,2
137,12,19,17,12,4,3,5,12,11.4167,11.4167,8.0588,1.4167,1.5833,1.4167,0.2353,0.3333,1,0.25,0.4167,0.2941,1,0.7059,3.17,1.5,0.92,2.16,1.61,1,1.48,4.65,0.0625,0.58,0.63,5.28,7.46,0.91,23.13,0.72,0.71,10.71,2.31,0.19,0.69,0.07,0.02,0.1,2
113,7,19,14,8,5,3,3,11,16.1429,14.125,8.0714,2,2.375,1.75,0.3571,0.625,1.1429,0.375,0.375,0.2143,1.375,0.7857,6.29,2.43,1.71,1.68,1.65,1,1.43,4.36,0.0741,0.54,0.75,5.65,8,0.94,34.09,0.85,0.88,13.24,2.57,0.25,0.85,0.08,0,0.08,2
348,32,59,46,33,11,10,8,40,10.875,10.5455,7.5652,1.4375,1.7879,1.3939,0.2391,0.3333,1.0312,0.303,0.2424,0.1739,1.2121,0.8696,3.84,1.71,1.23,1.64,1.89,1,1.53,4.71,0.0125,0.61,0.58,7.8,11.02,0.91,27.89,0.72,0.68,32.45,4.03,0.22,0.75,0.06,0.02,0.07,2
148,14,20,17,13,3,2,1,15,10.5714,11.3846,8.7059,1.2143,1.5385,1.3077,0.1765,0.2308,0.9286,0.1538,0.0769,0.0588,1.1538,0.8824,4.15,1.54,1.23,1.74,1.55,1,1.55,4.75,0,0.62,0.7,6.08,8.6,0.93,30.41,0.74,0.8,16,2.83,0.21,0.68,0.07,0.02,0.1,2
325,30,35,34,31,2,2,8,31,10.8333,10.4839,9.5588,1.1333,1.129,1.0968,0.0588,0.0645,1.0333,0.0645,0.2581,0.2353,1,0.9118,3.53,1.4,1.4,2.04,1.4,1,1.59,4.87,0.0455,0.58,0.53,6.86,9.7,0.89,23.32,0.6,0.63,20.08,3.17,0.17,0.66,0.08,0.02,0.1,2
148,14,29,23,14,8,6,2,12,10.5714,10.5714,6.4348,1.6429,2.0714,1.6429,0.3478,0.5714,1,0.4286,0.1429,0.087,0.8571,0.5217,3.79,2,0.64,1.72,1.68,1,1.47,4.47,0.0576,0.55,0.68,5.89,8.33,0.92,28.27,0.76,0.8,22.4,3.35,0.34,0.67,0.07,0.07,0.15,2
315,30,49,39,30,10,9,1,37,10.5,10.5,8.0769,1.3,1.6333,1.3,0.2564,0.3333,1,0.3,0.0333,0.0256,1.2333,0.9487,3.37,1.53,1.13,1.92,1.63,1,1.48,4.59,0.0209,0.57,0.5,6.26,8.85,0.88,20.64,0.58,0.61,20.64,3.21,0.19,0.5,0.08,0.02,0.11,2
69,7,9,8,7,2,2,1,7,9.8571,9.8571,8.625,1.1429,1.2857,1.1429,0.25,0.2857,1,0.2857,0.1429,0.125,1,0.875,3,1.43,0.86,2.05,1.1,1,1.39,4.37,0,0.55,0.62,3.66,5.18,0.89,16.46,0.71,0.62,3.12,1.25,0.13,0.68,0.16,0.03,0.18,2
